resources/umps4.txt_2_1,1.5336100000000002E-4,4.578499999999999E-5,6.873169999999999E-4
resources/umps8.txt_4_2,1.4030200000000003E-4,7.951800000000003E-5,0.001168554
resources/umps8A.txt_4_2,1.1810600000000006E-4,5.566099999999995E-5,9.594730000000002E-4
resources/umps8B.txt_4_2,8.2298E-5,3.7349000000000004E-5,7.341910000000001E-4
resources/umps8C.txt_4_2,7.765900000000002E-5,3.8159999999999994E-5,6.538160000000001E-4
resources/umps10.txt_5_2,1.0481199999999994E-4,3.641299999999999E-5,8.544620000000002E-4
resources/umps10A.txt_5_2,5.9052E-5,2.0319E-5,8.113399999999998E-4
resources/umps10B.txt_5_2,4.6159999999999985E-5,1.3251999999999994E-5,5.711339999999999E-4
resources/umps10C.txt_5_2,4.1321E-5,1.1750000000000003E-5,4.0406599999999985E-4
resources/umps12.txt_7_2,1.6795699999999996E-4,3.300700000000002E-5,0.0017508279999999998
resources/umps12.txt_5_3,1.0990400000000006E-4,2.6863E-5,0.0014424419999999993
resources/umps12.txt_4_3,1.1122399999999999E-4,2.7243999999999992E-5,0.0014259219999999998
resources/umps14.txt_7_2,1.9910200000000007E-4,4.8512000000000006E-5,0.0022915589999999994
