resources/umps4.txt,0,0000,12
resources/umps8.txt,0,6746,627
resources/umps8A.txt,0,9033,3786
resources/umps8B.txt,0,7918,1004
resources/umps8C.txt,0,5362,442
resources/umps10.txt,0,9807,150891
resources/umps10A.txt,0,9646,72048
resources/umps10B.txt,0,9317,34342
resources/umps10C.txt,0,9817,150023
resources/umps12.txt,0,9979,7634398
resources/umps12.txt,0,9892,1500379
resources/umps12.txt,0,9994,26637522
resources/umps14.txt,0,9997,263844636
resources/umps4.txt,0,0000,12
resources/umps8.txt,0,6746,627
resources/umps8A.txt,0,9033,3786
resources/umps8B.txt,0,7918,1004
resources/umps8C.txt,0,4913,401
resources/umps10.txt,0,9807,150891
resources/umps10A.txt,0,9647,71972
resources/umps10B.txt,0,9317,34342
resources/umps10C.txt,0,9817,150065
resources/umps12.txt,0,9979,7714581
resources/umps12.txt,0,9892,1498214
resources/umps12.txt,0,9994,26637522
resources/umps14.txt,0,9997,263844636
resources/umps14.txt,0,9999,1531952054
resources/umps14.txt,0,9999,616835937
resources/umps14.txt,0,9999,941145924
resources/umps14.txt,0,9998,399288344
resources/umps14.txt,0,9997,227320104
resources/umps14.txt,1,0000,1915791031
resources/umps4.txt,0,0000,12
resources/umps8.txt,0,6746,627
resources/umps8A.txt,0,9033,3786
resources/umps8B.txt,0,7918,1004
resources/umps8C.txt,0,4913,401
resources/umps10.txt,0,9807,150891
resources/umps10A.txt,0,9646,72048
resources/umps10B.txt,0,9316,34672
resources/umps10C.txt,0,9817,149841
resources/umps4.txt,0,0000,12
resources/umps8.txt,0,6746,627
resources/umps8A.txt,0,9033,3786
resources/umps8B.txt,0,7918,1004
resources/umps8C.txt,0,4913,401
resources/umps10.txt,0,9807,150891
resources/umps10A.txt,0,9646,72055
resources/umps10B.txt,0,9317,34328
resources/umps10C.txt,0,9817,150147
resources/umps12.txt,0,9979,7804446
resources/umps12.txt,0,9892,1506892
resources/umps12.txt,0,9994,26637522
resources/umps4.txt,0,0000,12
resources/umps8.txt,0,6746,627
resources/umps8A.txt,0,9033,3786
resources/umps8B.txt,0,7918,1004
resources/umps8C.txt,0,4913,401
resources/umps10.txt,0,9807,150891
resources/umps10A.txt,0,9647,71990
resources/umps10B.txt,0,9317,34342
resources/umps10C.txt,0,9817,149415
resources/umps12.txt,0,9976,6826123
resources/umps12.txt,0,9891,1492591
resources/umps4.txt,0,0000,12
resources/umps8.txt,0,6746,627
resources/umps8A.txt,0,9033,3786
resources/umps8B.txt,0,7918,1004
resources/umps8C.txt,0,8051,1621
resources/umps10.txt,0,9807,150891
resources/umps10A.txt,0,9713,95755
resources/umps10B.txt,0,9336,37532
resources/umps10C.txt,0,9817,149287
resources/umps12.txt,0,9976,6750769
resources/umps12.txt,0,9892,1501884
resources/umps12.txt,0,9994,26637522
resources/umps14.txt,0,9997,263844636
resources/umps4.txt,0,0000,12
resources/umps8.txt,0,7016,687
resources/umps8A.txt,0,9033,3786
resources/umps8B.txt,0,7918,1004
resources/umps8C.txt,0,6362,536
resources/umps10.txt,0,9807,150891
resources/umps10A.txt,0,9648,71869
resources/umps10B.txt,0,9316,34150
resources/umps10C.txt,0,9817,149119
resources/umps12.txt,0,9963,4282112
resources/umps12.txt,0,9886,1413109
resources/umps12.txt,0,9994,26637522
resources/umps4.txt,0,0000,12
resources/umps8.txt,0,6746,627
resources/umps8A.txt,0,9033,3786
resources/umps8B.txt,0,7918,1004
resources/umps8C.txt,0,7293,761
resources/umps10.txt,0,9807,150891
resources/umps10A.txt,0,9649,72146
resources/umps10B.txt,0,9316,34144
resources/umps10C.txt,0,9817,149119
resources/umps12.txt,0,9962,4246660
resources/umps12.txt,0,9886,1413109
resources/umps12.txt,0,9994,26637522
resources/umps14.txt,0,9997,263844636
resources/umps4.txt,0,0000,12
resources/umps8.txt,0,7730,934
resources/umps8A.txt,0,9034,3811
resources/umps8B.txt,0,8764,2685
resources/umps8C.txt,0,5444,428
resources/umps10.txt,0,9807,150891
resources/umps10A.txt,0,9648,71837
resources/umps10B.txt,0,9317,34199
resources/umps10C.txt,0,9817,149530
resources/umps12.txt,0,9963,4338868
resources/umps12.txt,0,9886,1413109
resources/umps12.txt,0,9994,26637522
resources/umps4.txt,0,0000,12
resources/umps8.txt,0,6746,627
resources/umps8A.txt,0,9033,3786
resources/umps8B.txt,0,7918,1004
resources/umps8C.txt,0,5543,460
resources/umps10.txt,0,9807,150891
resources/umps10A.txt,0,9646,72107
resources/umps10B.txt,0,9316,34187
resources/umps10C.txt,0,9817,149759
resources/umps12.txt,0,9979,7764964
resources/umps12.txt,0,9892,1498331
resources/umps4.txt,0,0000,12
resources/umps8.txt,0,6746,627
resources/umps8A.txt,0,9033,3786
resources/umps8B.txt,0,7918,1004
resources/umps8C.txt,0,5717,481
resources/umps10.txt,0,9807,150891
resources/umps10A.txt,0,9647,72003
resources/umps10B.txt,0,9315,34528
resources/umps10C.txt,0,9817,149809
resources/umps12.txt,0,9979,7683380
resources/umps12.txt,0,9892,1500558
resources/umps4.txt,0,0000,12
resources/umps8.txt,0,6746,627
resources/umps8A.txt,0,9033,3786
resources/umps8B.txt,0,7918,1004
resources/umps8C.txt,0,4783,368
resources/umps10.txt,0,9807,150891
resources/umps10A.txt,0,9646,72092
resources/umps10B.txt,0,9310,34735
resources/umps10C.txt,0,9817,149907
resources/umps12.txt,0,9994,26637522
resources/umps14.txt,0,9997,263844636
resources/umps14.txt,0,9997,263844636
