resources/umps4.txt,0,00
resources/umps8.txt,0,00
resources/umps8A.txt,0,02
resources/umps8B.txt,0,00
resources/umps8C.txt,0,00
resources/umps10.txt,0,30
resources/umps10A.txt,0,08
resources/umps10B.txt,0,02
resources/umps10C.txt,0,09
resources/umps12.txt,5,09
resources/umps12.txt,1,34
resources/umps4.txt,0,00
resources/umps8.txt,0,00
resources/umps8A.txt,0,02
resources/umps8B.txt,0,00
resources/umps8C.txt,0,00
resources/umps10.txt,0,19
resources/umps10A.txt,0,06
resources/umps10B.txt,0,03
resources/umps10C.txt,0,14
resources/umps12.txt,5,25
resources/umps4.txt,0,00
resources/umps8.txt,0,00
resources/umps8A.txt,0,03
resources/umps8B.txt,0,02
resources/umps8C.txt,0,00
resources/umps10.txt,0,39
resources/umps10A.txt,0,08
resources/umps10B.txt,0,02
resources/umps10C.txt,0,13
resources/umps12.txt,5,48
resources/umps12.txt,1,38
resources/umps4.txt,0,00
resources/umps8.txt,0,02
resources/umps8A.txt,0,05
resources/umps8B.txt,0,00
resources/umps8C.txt,0,00
resources/umps10.txt,0,36
resources/umps10A.txt,0,06
resources/umps10B.txt,0,00
resources/umps10C.txt,0,06
resources/umps12.txt,5,20
resources/umps12.txt,1,39
resources/umps12.txt,17,58
resources/umps14.txt,175,27
resources/umps4.txt,0,03
resources/umps8.txt,0,00
resources/umps8A.txt,0,00
resources/umps8B.txt,0,00
resources/umps8C.txt,0,00
resources/umps10.txt,0,20
resources/umps10A.txt,0,00
resources/umps10B.txt,0,03
resources/umps10C.txt,0,13
resources/umps12.txt,5,36
resources/umps12.txt,1,33
resources/umps12.txt,18,19
resources/umps14.txt,174,06
resources/umps14.txt,5748,67
resources/umps14.txt,447,64
resources/umps14.txt,781,56
resources/umps14.txt,334,58
resources/umps14.txt,209,59
resources/umps14.txt,2015,23
resources/umps4.txt,0,00
resources/umps8.txt,0,00
resources/umps8A.txt,0,03
resources/umps8B.txt,0,00
resources/umps8C.txt,0,00
resources/umps10.txt,0,14
resources/umps10A.txt,0,08
resources/umps10B.txt,0,03
resources/umps10C.txt,0,11
resources/umps4.txt,0,00
resources/umps8.txt,0,00
resources/umps8A.txt,0,00
resources/umps8B.txt,0,00
resources/umps8C.txt,0,00
resources/umps10.txt,0,11
resources/umps10A.txt,0,08
resources/umps10B.txt,0,06
resources/umps10C.txt,0,09
resources/umps12.txt,5,19
resources/umps12.txt,1,20
resources/umps12.txt,16,14
resources/umps4.txt,0,00
resources/umps8.txt,0,00
resources/umps8A.txt,0,02
resources/umps8B.txt,0,00
resources/umps8C.txt,0,00
resources/umps10.txt,0,25
resources/umps10A.txt,0,08
resources/umps10B.txt,0,03
resources/umps10C.txt,0,06
resources/umps12.txt,5,88
resources/umps12.txt,1,42
resources/umps4.txt,0,05
resources/umps8.txt,0,02
resources/umps8A.txt,0,02
resources/umps8B.txt,0,00
resources/umps8C.txt,0,00
resources/umps10.txt,0,41
resources/umps10A.txt,0,19
resources/umps10B.txt,0,11
resources/umps10C.txt,0,17
resources/umps12.txt,6,33
resources/umps12.txt,2,03
resources/umps12.txt,17,59
resources/umps14.txt,202,03
resources/umps4.txt,0,02
resources/umps8.txt,0,02
resources/umps8A.txt,0,02
resources/umps8B.txt,0,00
resources/umps8C.txt,0,00
resources/umps10.txt,0,27
resources/umps10A.txt,0,06
resources/umps10B.txt,0,05
resources/umps10C.txt,0,09
resources/umps12.txt,5,52
resources/umps12.txt,1,45
resources/umps12.txt,20,20
resources/umps4.txt,0,00
resources/umps8.txt,0,00
resources/umps8A.txt,0,00
resources/umps8B.txt,0,00
resources/umps8C.txt,0,00
resources/umps10.txt,0,17
resources/umps10A.txt,0,06
resources/umps10B.txt,0,06
resources/umps10C.txt,0,09
resources/umps12.txt,5,92
resources/umps12.txt,1,48
resources/umps12.txt,20,67
resources/umps14.txt,216,34
resources/umps4.txt,0,05
resources/umps8.txt,0,02
resources/umps8A.txt,0,05
resources/umps8B.txt,0,00
resources/umps8C.txt,0,00
resources/umps10.txt,0,20
resources/umps10A.txt,0,08
resources/umps10B.txt,0,03
resources/umps10C.txt,0,13
resources/umps12.txt,8,73
resources/umps12.txt,1,56
resources/umps12.txt,21,30
resources/umps4.txt,0,00
resources/umps8.txt,0,00
resources/umps8A.txt,0,00
resources/umps8B.txt,0,02
resources/umps8C.txt,0,00
resources/umps10.txt,0,30
resources/umps10A.txt,0,06
resources/umps10B.txt,0,03
resources/umps10C.txt,0,19
resources/umps12.txt,8,09
resources/umps12.txt,1,86
resources/umps4.txt,0,00
resources/umps8.txt,0,02
resources/umps8A.txt,0,02
resources/umps8B.txt,0,00
resources/umps8C.txt,0,00
resources/umps10.txt,0,22
resources/umps10A.txt,0,05
resources/umps10B.txt,0,02
resources/umps10C.txt,0,11
resources/umps12.txt,6,61
resources/umps12.txt,1,66
resources/umps4.txt,0,03
resources/umps8.txt,0,02
resources/umps8A.txt,0,02
resources/umps8B.txt,0,00
resources/umps8C.txt,0,00
resources/umps10.txt,0,30
resources/umps10A.txt,0,06
resources/umps10B.txt,0,03
resources/umps10C.txt,0,13
resources/umps12.txt,21,77
